27.2 , 56.4 , 1524.0 , 1523.98 , 27.22 , 56.37 , 0.00 , 0.00 , 0.00 , 0.00 , 0.00 , 0.00 , 0 , 11 , 6 , 33 , 27.1 , 56.7 , 1518.1 , 1518.13 , 27.06 , 56.73 , 0.00 , 0.00 , 0.00 , -5.85 , -0.17 , -0.17 , 0 , 11 , 6 , 33 
26.9 , 57.0 , 1510.3 , 1510.34 , 26.93 , 57.00 , 0.00 , 0.00 , 0.00 , -7.79 , -0.13 , -0.13 , 0 , 11 , 6 , 33 ,26.8 , 57.1 , 1498.8 , 1498.79 , 26.82 , 57.15 , 0.00 , 0.00 , 0.00 , -11.55 , -0.11 , -0.11 , 0 , 11 , 6 , 33 
26.6 , 57.5 , 1360.8 , 1497.56 , 26.89 , 57.06 , -34.57 , -0.13 , 0.29 , -102.14 , -0.13 , -0.13 , 0 , 11 , 6 , 33,26.6 , 57.6 , 1267.8 , 1458.24 , 26.79 , 57.25 , -97.39 , -0.15 , 0.26 , -93.00 , -0.06 , -0.06 , 0 , 11 , 6 , 33 
26.5 , 57.7 , 1249.5 , 1397.62 , 26.70 , 57.39 , -129.77 , -0.12 , 0.18 , -18.36 , -0.04 , -0.04 , 0 , 11 , 6 , 33,26.5 , 57.6 , 1240.5 , 1335.29 , 26.63 , 57.52 , -85.80 , -0.09 , 0.15 , -9.03 , 0.01 , 0.01 , 0 , 11 , 6 , 33 
26.5 , 57.6 , 1228.6 , 1245.23 , 26.54 , 57.65 , -22.10 , -0.05 , 0.07 , 5.43 , 0.03 , 0.03 , 0 , 11 , 6 , 33 ,26.4 , 57.8 , 1229.5 , 1235.41 , 26.52 , 57.66 , -6.85 , -0.00 , -0.03 , 0.94 , -0.10 , -0.10 , 0 , 11 , 6 , 33
26.4 , 57.8 , 1232.5 , 1230.41 , 26.50 , 57.70 , -0.91 , -0.07 , 0.12 , 2.95 , 0.03 , 0.03 , 0 , 11 , 6 , 33 ,26.5 , 57.5 , 1240.1 , 1228.41 , 26.47 , 57.75 , 4.04 , -0.02 , 0.08 , 7.62 , 0.06 , 0.06 , 0 , 11 , 6 , 33 
26.5 , 57.7 , 1238.5 , 1232.65 , 26.48 , 57.70 , 7.43 , 0.03 , -0.17 , -1.54 , -0.04 , -0.04 , 0 , 11 , 6 , 33 ,26.4 , 57.7 , 1235.5 , 1235.14 , 26.46 , 57.71 , 3.39 , 0.00 , -0.03 , -3.02 , -0.02 , -0.02 , 0 , 12 , 6 , 33 
26.5 , 57.5 , 1231.2 , 1236.64 , 26.47 , 57.67 , -1.13 , -0.02 , -0.02 , -4.33 , 0.10 , 0.10 , 0 , 12 , 6 , 33 ,26.5 , 57.6 , 1230.2 , 1236.33 , 26.49 , 57.58 , -5.14 , 0.06 , -0.11 , -0.95 , -0.08 , -0.08 , 0 , 12 , 6 , 33
26.5 , 57.4 , 1227.2 , 1233.87 , 26.48 , 57.59 , -3.63 , -0.02 , -0.03 , -3.03 , 0.06 , 0.06 , 0 , 12 , 6 , 33 ,26.5 , 57.5 , 1227.8 , 1231.04 , 26.50 , 57.53 , -3.83 , 0.03 , -0.10 , 0.62 , -0.04 , -0.04 , 0 , 12 , 6 , 33 
26.5 , 57.3 , 1226.6 , 1229.12 , 26.50 , 57.48 , -1.28 , -0.02 , -0.02 , -1.23 , 0.06 , 0.06 , 0 , 12 , 6 , 33 ,26.5 , 57.4 , 1226.6 , 1227.97 , 26.50 , 57.45 , -1.37 , 0.03 , -0.10 , -0.04 , -0.04 , -0.04 , 0 , 12 , 6 , 33
26.5 , 57.4 , 1225.5 , 1227.05 , 26.51 , 57.41 , -0.49 , -0.01 , 0.01 , -1.08 , -0.03 , -0.03 , 0 , 12 , 6 , 33,26.4 , 57.4 , 1226.0 , 1226.62 , 26.49 , 57.42 , -1.14 , -0.03 , 0.03 , 0.54 , -0.03 , -0.03 , 0 , 12 , 6 , 33 
26.5 , 57.3 , 1224.5 , 1226.17 , 26.48 , 57.41 , -0.15 , -0.05 , 0.01 , -1.53 , 0.06 , 0.06 , 0 , 12 , 6 , 33 ,26.5 , 57.2 , 1224.5 , 1225.64 , 26.47 , 57.40 , -1.15 , 0.02 , -0.10 , 0.05 , 0.00 , 0.00 , 0 , 12 , 6 , 33 
26.5 , 57.4 , 1224.5 , 1225.13 , 26.47 , 57.35 , -0.60 , 0.02 , -0.10 , -0.01 , -0.03 , -0.03 , 0 , 12 , 6 , 33,26.5 , 57.3 , 1223.6 , 1224.89 , 26.47 , 57.33 , -0.36 , -0.01 , 0.03 , -0.95 , 0.01 , 0.01 , 0 , 12 , 6 , 33 
26.4 , 57.3 , 1223.6 , 1224.28 , 26.48 , 57.30 , -0.70 , -0.00 , -0.01 , -0.01 , -0.03 , -0.03 , 0 , 12 , 6 , 33,26.5 , 57.3 , 1225.3 , 1224.06 , 26.47 , 57.29 , -0.48 , -0.02 , -0.01 , 1.77 , 0.02 , 0.02 , 0 , 12 , 6 , 33 
26.4 , 57.3 , 1224.6 , 1224.26 , 26.47 , 57.30 , 1.09 , 0.00 , -0.02 , -0.73 , -0.04 , -0.04 , 0 , 12 , 6 , 33 ,26.4 , 57.4 , 1224.6 , 1224.28 , 26.45 , 57.30 , 0.34 , -0.03 , 0.04 , 0.01 , 0.01 , 0.01 , 0 , 12 , 6 , 33 
26.4 , 57.2 , 1224.3 , 1224.54 , 26.44 , 57.32 , 0.08 , -0.01 , 0.06 , -0.29 , 0.00 , 0.00 , 0 , 12 , 6 , 33 ,26.4 , 57.3 , 1224.9 , 1224.73 , 26.44 , 57.31 , -0.40 , -0.00 , -0.07 , 0.54 , 0.00 , 0.00 , 0 , 12 , 6 , 33 
26.4 , 57.3 , 1225.5 , 1224.61 , 26.43 , 57.31 , 0.26 , 0.00 , -0.03 , 0.63 , -0.01 , -0.01 , 0 , 12 , 6 , 33 ,26.4 , 57.3 , 1225.7 , 1224.83 , 26.43 , 57.29 , 0.67 , -0.01 , -0.01 , 0.17 , 0.01 , 0.01 , 0 , 12 , 6 , 33 
26.4 , 57.2 , 1225.9 , 1225.09 , 26.43 , 57.27 , 0.58 , 0.00 , -0.00 , 0.24 , 0.00 , 0.00 , 0 , 12 , 6 , 33 ,26.4 , 57.2 , 1227.1 , 1225.87 , 26.44 , 57.23 , 0.53 , 0.03 , -0.08 , 0.65 , -0.02 , -0.02 , 0 , 12 , 6 , 33 
26.5 , 57.1 , 1226.4 , 1225.49 , 26.43 , 57.26 , 0.42 , 0.00 , -0.05 , 0.50 , 0.03 , 0.03 , 0 , 12 , 6 , 33 ,26.4 , 57.4 , 1226.8 , 1226.26 , 26.45 , 57.20 , 0.80 , 0.00 , -0.02 , -0.24 , -0.05 , -0.05 , 0 , 12 , 6 , 33
26.5 , 57.2 , 1226.3 , 1226.55 , 26.44 , 57.22 , 0.27 , -0.04 , 0.13 , -0.49 , 0.07 , 0.07 , 0 , 12 , 6 , 33 ,26.5 , 57.3 , 1226.0 , 1226.65 , 26.44 , 57.22 , -0.32 , 0.02 , -0.02 , -0.33 , 0.00 , 0.00 , 0 , 12 , 6 , 33 
26.4 , 57.4 , 1225.5 , 1226.55 , 26.44 , 57.26 , -0.55 , 0.02 , 0.03 , -0.53 , -0.02 , -0.02 , 0 , 12 , 6 , 33,26.4 , 57.6 , 1226.0 , 1226.15 , 26.44 , 57.32 , -0.69 , 0.01 , 0.11 , 0.56 , 0.00 , 0.00 , 0 , 12 , 6 , 33 
26.4 , 57.6 , 1226.5 , 1225.96 , 26.46 , 57.37 , 0.07 , -0.01 , 0.21 , 0.45 , -0.03 , -0.03 , 0 , 12 , 6 , 33 ,26.4 , 58.3 , 1226.1 , 1225.99 , 26.45 , 57.48 , 0.48 , -0.02 , 0.16 , -0.34 , -0.04 , -0.04 , 0 , 12 , 6 , 33
26.4 , 60.0 , 1228.8 , 1226.02 , 26.43 , 57.75 , 0.11 , -0.05 , 0.60 , 2.64 , 0.02 , 0.02 , 0 , 12 , 6 , 33 ,26.4 , 61.3 , 1229.1 , 1226.85 , 26.41 , 58.40 , 1.92 , -0.02 , 1.64 , 0.37 , 0.01 , 0.01 , 0 , 12 , 6 , 33 
26.5 , 61.5 , 1230.4 , 1227.63 , 26.40 , 59.33 , 1.51 , 0.01 , 1.97 , 1.26 , 0.07 , 0.07 , 0 , 12 , 6 , 33 ,26.5 , 61.6 , 1230.3 , 1228.61 , 26.42 , 60.29 , 1.79 , 0.06 , 1.17 , -0.13 , -0.01 , -0.01 , 0 , 12 , 6 , 33 
26.4 , 60.9 , 1231.1 , 1229.65 , 26.44 , 61.11 , 0.62 , 0.03 , 0.52 , 0.78 , -0.02 , -0.02 , 0 , 12 , 6 , 33 ,26.4 , 60.2 , 1231.0 , 1230.22 , 26.45 , 61.33 , 0.84 , -0.00 , -0.41 , -0.09 , -0.08 , -0.08 , 0 , 12 , 6 , 33 
26.4 , 59.8 , 1231.3 , 1230.67 , 26.44 , 61.04 , 0.29 , -0.07 , -0.88 , 0.31 , 0.03 , 0.03 , 0 , 12 , 6 , 33,26.4 , 59.3 , 1231.7 , 1230.89 , 26.42 , 60.62 , 0.39 , -0.02 , -0.85 , 0.40 , 0.01 , 0.01 , 0 , 12 , 6 , 33 
26.4 , 59.1 , 1232.3 , 1231.24 , 26.41 , 60.03 , 0.44 , 0.00 , -0.75 , 0.58 , 0.01 , 0.01 , 0 , 12 , 6 , 33 ,26.4 , 58.9 , 1231.5 , 1231.55 , 26.40 , 59.58 , 0.71 , 0.02 , -0.49 , -0.73 , -0.04 , -0.04 , 0 , 12 , 6 , 33
26.4 , 58.6 , 1231.9 , 1231.69 , 26.40 , 59.26 , -0.16 , -0.02 , -0.37 , 0.36 , 0.02 , 0.02 , 0 , 12 , 6 , 33 ,26.4 , 58.7 , 1231.4 , 1231.84 , 26.40 , 58.97 , 0.05 , -0.01 , -0.36 , -0.48 , -0.02 , -0.02 , 0 , 12 , 6 , 33 
26.4 , 58.3 , 1230.6 , 1231.77 , 26.40 , 58.82 , -0.36 , -0.01 , -0.12 , -0.76 , 0.03 , 0.03 , 0 , 12 , 6 , 33 ,26.4 , 58.3 , 1230.5 , 1231.36 , 26.39 , 58.62 , -0.72 , 0.02 , -0.32 , -0.18 , -0.03 , -0.03 , 0 , 12 , 6 , 33 
26.4 , 58.1 , 1230.3 , 1231.10 , 26.39 , 58.47 , -0.64 , -0.01 , -0.20 , -0.14 , 0.02 , 0.02 , 0 , 12 , 6 , 33 ,26.4 , 58.1 , 1229.7 , 1230.70 , 26.39 , 58.35 , -0.39 , 0.00 , -0.23 , -0.58 , 0.00 , 0.00 , 0 , 12 , 6 , 33 
26.4 , 58.0 , 1229.3 , 1230.29 , 26.40 , 58.20 , -0.55 , 0.00 , -0.10 , -0.48 , -0.03 , -0.03 , 0 , 12 , 6 , 33 ,26.4 , 58.0 , 1229.1 , 1229.94 , 26.39 , 58.12 , -0.69 , -0.02 , -0.14 , -0.18 , 0.00 , 0.00 , 0 , 12 , 6 , 33 
26.4 , 57.9 , 1228.5 , 1229.60 , 26.38 , 58.05 , -0.52 , -0.01 , -0.07 , -0.57 , -0.01 , -0.01 , 0 , 12 , 6 , 33,26.3 , 57.8 , 1228.1 , 1229.14 , 26.37 , 57.99 , -0.64 , -0.02 , -0.09 , -0.45 , -0.01 , -0.01 , 0 , 12 , 6 , 33
26.4 , 57.6 , 1228.0 , 1228.72 , 26.36 , 57.92 , -0.67 , -0.02 , -0.11 , -0.07 , 0.04 , 0.04 , 0 , 12 , 6 , 33 ,26.4 , 57.6 , 1226.9 , 1228.41 , 26.36 , 57.83 , -0.42 , 0.02 , -0.20 , -1.07 , 0.02 , 0.02 , 0 , 12 , 6 , 33 
26.4 , 57.6 , 1227.9 , 1227.87 , 26.37 , 57.74 , -0.95 , 0.03 , -0.12 , 1.02 , -0.02 , -0.02 , 0 , 12 , 6 , 33 ,26.3 , 57.5 , 1226.7 , 1227.72 , 26.37 , 57.67 , 0.21 , 0.01 , -0.06 , -1.23 , -0.04 , -0.04 , 0 , 12 , 6 , 33 
26.4 , 57.5 , 1226.1 , 1227.39 , 26.37 , 57.60 , -0.68 , -0.03 , -0.07 , -0.58 , 0.04 , 0.04 , 0 , 12 , 6 , 33 ,26.4 , 57.4 , 1225.8 , 1226.92 , 26.37 , 57.57 , -0.80 , 0.01 , -0.06 , -0.29 , 0.03 , 0.03 , 0 , 12 , 6 , 33 
26.4 , 57.4 , 1225.6 , 1226.65 , 26.38 , 57.50 , -0.82 , 0.03 , -0.13 , -0.19 , -0.01 , -0.01 , 0 , 12 , 6 , 33 ,26.3 , 57.5 , 1224.4 , 1226.07 , 26.38 , 57.46 , -0.44 , 0.01 , -0.04 , -1.26 , -0.06 , -0.06 , 0 , 12 , 6 , 33 
26.4 , 57.3 , 1224.6 , 1225.49 , 26.38 , 57.46 , -1.11 , -0.04 , 0.07 , 0.21 , 0.07 , 0.07 , 0 , 12 , 6 , 33 ,26.4 , 57.3 , 1223.9 , 1225.11 , 26.39 , 57.40 , -0.52 , 0.02 , -0.13 , -0.73 , -0.01 , -0.01 , 0 , 13 , 6 , 33 
26.4 , 57.3 , 1222.7 , 1224.62 , 26.39 , 57.38 , -0.76 , 0.01 , -0.08 , -1.21 , -0.02 , -0.02 , 0 , 13 , 6 , 33 ,26.3 , 57.3 , 1222.0 , 1223.87 , 26.38 , 57.34 , -1.22 , -0.00 , -0.08 , -0.65 , -0.08 , -0.08 , 0 , 13 , 6 , 33
26.4 , 57.3 , 1221.8 , 1223.28 , 26.37 , 57.28 , -1.27 , -0.07 , 0.00 , -0.22 , 0.06 , 0.06 , 0 , 13 , 6 , 33 ,26.4 , 57.2 , 1221.0 , 1222.58 , 26.36 , 57.28 , -0.79 , -0.00 , 0.00 , -0.84 , 0.01 , 0.01 , 0 , 13 , 6 , 33 
26.3 , 57.1 , 1221.0 , 1221.85 , 26.35 , 57.24 , -0.90 , 0.02 , -0.09 , 0.01 , -0.03 , -0.03 , 0 , 13 , 6 , 33 ,26.3 , 57.1 , 1219.7 , 1221.43 , 26.34 , 57.21 , -0.46 , 0.00 , -0.08 , -1.27 , -0.04 , -0.04 , 0 , 13 , 6 , 33 
26.2 , 57.3 , 1217.5 , 1220.21 , 26.32 , 57.14 , -0.97 , -0.05 , 0.02 , -1.70 , -0.08 , -0.08 , 0 , 13 , 6 , 33 ,26.2 , 57.2 , 1216.5 , 1219.36 , 26.27 , 57.17 , -1.82 , -0.09 , 0.11 , -1.07 , -0.01 , -0.01 , 0 , 13 , 6 , 33 
26.2 , 57.3 , 1215.9 , 1218.23 , 26.23 , 57.20 , -1.76 , -0.06 , 0.02 , -0.59 , 0.01 , 0.01 , 0 , 13 , 6 , 33 ,26.2 , 57.5 , 1216.1 , 1217.28 , 26.20 , 57.25 , -1.40 , -0.02 , 0.09 , 0.20 , -0.03 , -0.03 , 0 , 13 , 6 , 33 
26.1 , 57.4 , 1215.9 , 1216.49 , 26.17 , 57.33 , -0.41 , -0.02 , 0.13 , -0.14 , -0.04 , -0.04 , 0 , 13 , 6 , 33,26.1 , 57.5 , 1216.4 , 1216.09 , 26.16 , 57.36 , -0.15 , -0.04 , 0.07 , 0.45 , -0.04 , -0.04 , 0 , 13 , 6 , 33 
26.1 , 57.5 , 1216.9 , 1216.08 , 26.13 , 57.43 , 0.32 , -0.06 , 0.05 , 0.46 , 0.03 , 0.03 , 0 , 13 , 6 , 33 ,26.1 , 57.5 , 1216.7 , 1216.32 , 26.11 , 57.47 , 0.54 , -0.01 , 0.03 , -0.17 , 0.02 , 0.02 , 0 , 13 , 6 , 33 
26.1 , 57.5 , 1215.9 , 1216.47 , 26.10 , 57.47 , 0.22 , 0.01 , -0.02 , -0.82 , -0.04 , -0.04 , 0 , 13 , 6 , 33 ,26.1 , 57.5 , 1215.1 , 1216.45 , 26.09 , 57.49 , -0.59 , -0.02 , 0.03 , -0.75 , 0.01 , 0.01 , 0 , 13 , 6 , 33 
26.0 , 57.4 , 1214.6 , 1216.13 , 26.09 , 57.48 , -1.02 , -0.01 , -0.02 , -0.54 , -0.04 , -0.04 , 0 , 13 , 6 , 33 ,26.0 , 57.4 , 1214.7 , 1215.56 , 26.08 , 57.46 , -0.99 , -0.04 , -0.05 , 0.10 , -0.01 , -0.01 , 0 , 13 , 6 , 33 
26.0 , 57.4 , 1215.4 , 1215.06 , 26.06 , 57.45 , -0.38 , -0.03 , -0.03 , 0.68 , 0.00 , 0.00 , 0 , 13 , 6 , 33 ,26.0 , 57.5 , 1215.3 , 1214.93 , 26.05 , 57.42 , 0.43 , -0.02 , -0.03 , -0.01 , -0.03 , -0.03 , 0 , 13 , 6 , 33 
26.1 , 57.1 , 1216.3 , 1214.99 , 26.02 , 57.42 , 0.36 , -0.02 , 0.05 , 0.98 , 0.08 , 0.08 , 0 , 13 , 6 , 33 ,26.0 , 57.2 , 1216.9 , 1215.43 , 26.04 , 57.36 , 0.90 , 0.05 , -0.21 , 0.58 , -0.06 , -0.06 , 0 , 13 , 6 , 33 
26.0 , 57.2 , 1217.2 , 1215.98 , 26.04 , 57.30 , 0.92 , -0.01 , -0.11 , 0.26 , 0.01 , 0.01 , 0 , 13 , 6 , 33 ,26.1 , 57.3 , 1217.3 , 1216.43 , 26.04 , 57.24 , 0.73 , 0.00 , -0.07 , 0.13 , 0.07 , 0.07 , 0 , 13 , 6 , 33 
