temperature,humidity,co2_concentration,average_co2_last_hour,average_temperature_last_hour,average_humidity_last_hour,current_value_minus_average_last_hour_co2,current_value_minus_average_last_hour_temperature,current_value_minus_average_last_hour_humidity,current_value_minus_last_15_min_co2,current_value_minus_last_15_min_temperature,current_value_minus_last_15_min_humidity,room_number,hour_of_the_day,day_number_of_the_week,day_of_year,floor_area,occupancy
0.37349111238762944,0.4205896177706272,0.8036405152385565,0.806192487421348,0.7520781941353483,0.44292813032425826,0.6766810747752414,0.2638377041074712,0.4170450231775041,0.4480051499307396,0.36850073591854754,0.2532005488718757,0.0,0.5652173913043478,0.0,0.0,0.0,1
0.6863580645039433,0.528593352306423,0.7533333385542335,0.7393238327597929,0.8301041360352,0.48045730248591756,0.6904360334193658,0.5803980912848429,0.5043326210973131,0.4510742680876103,0.7773051259010384,0.45928287353331876,0.0,0.5652173913043478,0.0,0.9937888198757763,0.0,1
0.37596963440619735,0.7151778975282364,0.8021582424589395,0.8087822227160741,0.7821659994055028,0.6860559354076079,0.6732644700816903,0.24926210019248876,0.5393903985495881,0.4490671060756544,0.6396004014727297,0.5292920501359016,0.0,0.5217391304347826,0.0,0.0,0.0,0
0.27176755330759184,0.7061157318610629,0.40980890323451885,0.40855325872675763,0.24369996536601413,0.8700869906553281,0.6788874177701428,0.4409106734537879,0.3781646903056994,0.45044859683994537,0.5258954978075752,0.44580127930500413,0.0,0.21739130434782608,1.0,0.9999999999999998,0.0,0
0.4851104444239951,0.28107967141264734,0.9001350940869675,0.9086526149127405,0.6728443103527062,0.30954229737864125,0.6719224616418028,0.4388428741564458,0.37410755345661173,0.44640282297254485,0.5788660565189585,0.36651516497724435,0.0,0.7391304347826086,0.0,0.9937888198757763,0.0,1
0.4164421149838362,0.6132853912074792,0.5648469685658887,0.5658447278494088,0.4682820306880342,0.5905219785393632,0.6773865029447649,0.47801995701228234,0.5064801012571055,0.44877121568624206,0.6098888258360259,0.5147849276647888,0.0,0.9565217391304348,0.0,0.9937888198757763,0.0,0
0.3196373514004953,0.5172079014530997,0.5275692198675642,0.5286119797300398,0.33808447782310447,0.5048637081011762,0.6773434680014218,0.4387659441509871,0.4708975332428053,0.4490505751339964,0.6020640927681767,0.4684430046164699,0.0,1.0,0.0,0.9937888198757763,0.0,0
0.4320723581501782,0.3168160627100036,0.5482886919665229,0.5470004785598626,0.5623702980710159,0.2526983458682812,0.6776236874101114,0.45269634016162086,0.44349662263368894,0.45019459616443047,0.5986933390630371,0.46486131864448166,0.0,0.3913043478260869,1.0,0.9999999999999998,0.0,1
0.5918186467092359,0.2713750903340211,0.6555506378633383,0.6553416826904748,0.5603136663219126,0.3058331490447159,0.6786247406645559,0.6274708516898722,0.3665414862452403,0.45000609797737584,0.664355307104932,0.5280687783652991,0.0,0.4782608695652174,1.0,0.9999999999999998,0.0,1
0.490927602898628,0.3196727995884574,0.7795837161135978,0.7895237415531896,0.619889827718699,0.3384432045885051,0.6704287143309814,0.47626705944966347,0.39256162463234234,0.44544820235709315,0.67052599122061,0.4280635241838718,0.0,0.7826086956521738,0.0,0.9937888198757763,0.0,0
0.42363994695487595,0.48161300347711844,0.9345588990221366,0.9249315691337114,0.6721128732122712,0.4583586632912411,0.687216411489694,0.3681839378114913,0.47111091466967225,0.4513838467140841,0.4798918411868715,0.4433772965988798,0.0,0.6956521739130435,0.0,0.9937888198757763,0.0,1
0.4641966457929443,0.5088582415054699,0.7737845239583427,0.7630079781829148,0.6072274621205982,0.5059745687277539,0.6818104950458277,0.44712418175736734,0.4763777153646286,0.4530728656359048,0.6067831479553724,0.4734573649772536,0.0,0.6086956521739131,0.0,0.9937888198757763,0.0,1
0.5031232263901462,0.4589372370564009,0.8016700403402849,0.8029372575463933,0.7231908867995736,0.4674197403691549,0.677752946409065,0.43048682215685147,0.43885591384479133,0.4490767330412848,0.6154546633066823,0.43954939354481515,0.0,0.5217391304347826,0.0,0.0,0.0,0
0.5123830772570943,0.35856436244814827,0.8266616625326563,0.8299801364878949,0.7209724138177536,0.30379793469080596,0.6755412725886725,0.44155202335311383,0.45628371425127656,0.4494987107605677,0.6013899420271488,0.4677266674220723,0.0,0.6521739130434783,1.0,0.9999999999999998,0.0,1
0.12354471745664286,0.7695803763468199,0.4046416237463286,0.4035447496504563,0.4495353086349563,0.838313794431345,0.6787414233536093,0.15018808554221985,0.4737125627931609,0.4505099448876786,0.28027577712879076,0.5950221244568291,0.0,0.30434782608695654,1.0,0.9999999999999998,0.0,0
0.4079791424181032,0.6591521205627915,0.46907102577113563,0.4652912987327997,0.5303294666070282,0.6692710808345188,0.6780302802776219,0.4387659441509871,0.4891648069822162,0.45116737837820725,0.6007157912861208,0.46701033022767463,0.0,0.3913043478260869,0.0,0.9937888198757763,0.0,1
0.4005068100028395,0.7615203541764348,0.4096816280806854,0.40874745506823934,0.2890167402275372,0.7817529320156273,0.6786176625455845,0.5635116904188273,0.5114008167091684,0.450164748957949,0.7988568370282948,0.5999232484389035,0.0,0.21739130434782608,1.0,0.9999999999999998,0.0,0
0.3710419130023399,0.38108798737840655,0.8256326993884311,0.8314147781438513,0.8755310503684091,0.1582945371275537,0.6740288070161866,0.1894406943763592,0.6078638032839172,0.44792976130409107,0.3442456262078447,0.46825390910364434,0.0,0.6521739130434783,1.0,0.9999999999999998,0.0,1
0.4831667538460711,0.28276462232932875,0.6495305328629223,0.6572734632838865,0.40129370569586165,0.45726852522640815,0.6719449210170849,0.5940113561531083,0.25448833301537166,0.4477664607277137,0.5743315704116185,0.19094114291370418,0.0,0.8695652173913043,0.0,0.9937888198757763,0.0,0
0.49706300948812077,0.5588370097031614,0.7156051770957905,0.7341715566406923,0.5860268631143088,0.5769605566395342,0.6630386462311865,0.5029920302260109,0.45806975583850945,0.4431343359908111,0.6600651576642708,0.4269243722033666,0.0,0.5217391304347826,0.0,0.9937888198757763,0.0,0
0.3177306415701817,0.45209257377827416,0.53693040647732,0.5320979257589459,0.29592512963543705,0.3709542522284295,0.6822032201348797,0.46378665139821373,0.5106837297297285,0.4468502153703056,0.6036964569634884,0.4874642352426093,0.0,0.3913043478260869,1.0,0.9999999999999998,0.0,1
0.4320723581501782,0.4838092616625831,0.6899915800123968,0.6991169587192951,0.5655743812174152,0.4748704711836078,0.675464349613738,0.43969463721836266,0.46541735112098204,0.4460775778064988,0.6027382435092047,0.4691593418108676,0.0,0.5217391304347826,0.0,0.9937888198757763,0.0,0
0.39568829934319405,0.4180142214446727,0.9273663474494414,0.9186560020186135,0.6920290372036484,0.48228920692156674,0.6864298652630734,0.32431608110650356,0.3818646383874815,0.45446904377989555,0.5925393330029363,0.43396739847150867,0.0,0.6956521739130435,0.0,0.9937888198757763,0.0,1
0.47128167591841574,0.4568436850584101,0.7501340235580707,0.7587376145519096,0.6068310719013996,0.5252101689226834,0.6714751758740723,0.46111907660734175,0.38904976856050233,0.44700957210415054,0.610139405588418,0.4080083747035425,0.0,0.5217391304347826,0.0,0.9937888198757763,0.0,0
0.5204141491677854,0.500508581557841,0.98738463379871,0.9893864600336958,0.7369928295497474,0.48486821682279757,0.6776786323922074,0.4378372510836115,0.4645039874340115,0.4490542185130742,0.6074572986964002,0.4741737021716513,0.0,0.6956521739130435,0.0,0.0,0.0,1
0.24777807731151058,0.5112831869257057,0.5444233749077229,0.5481956319185587,0.7849209523155376,0.22653304221693116,0.6750100171527358,0.0994275618030726,0.6941768927900193,0.4480300819180033,0.23334635139235838,0.70740025951517,0.0,0.3913043478260869,1.0,0.9999999999999998,0.0,1
0.43759076182387613,0.5007434893585083,0.9927223655562099,0.997010242458763,0.5685610336711027,0.4926398420556408,0.6756990369538963,0.4443446382149216,0.46385120485007475,0.4493312824195939,0.506198511919838,0.5345551813686682,0.0,0.6956521739130435,0.0,0.0,0.0,1
0.4320723581501782,0.500508581557841,0.6695335523563274,0.6728617224221685,0.5703805059370128,0.4804247743164911,0.677063248592732,0.44062333028573825,0.46541735112098204,0.4482162413251766,0.6027382435092047,0.4691593418108676,0.0,0.5652173913043478,0.0,0.9937888198757763,0.0,0
0.3196373514004953,0.5088582415054699,0.5298568587428436,0.5337974708439042,0.342890602542703,0.5104180112340604,0.6751401742193716,0.44155202335311383,0.4708975332428053,0.44890119659180594,0.6007157912861208,0.46701033022767463,0.0,1.0,0.0,0.9937888198757763,0.0,0
0.3955037988611223,0.28948796800983967,0.6625955414579627,0.6683644259215801,0.6104086504338109,0.29668802134058225,0.6736321156087259,0.37141753605674543,0.3938742812452596,0.4448287923570519,0.6193132923495545,0.39670746600533624,0.0,0.4782608695652174,1.0,0.9999999999999998,0.0,0
0.49211583766412836,0.47623818530064277,0.866663166026985,0.8591788794087764,0.6754083135405629,0.43860266035044404,0.6852504444696905,0.44545739972016607,0.48147507322808064,0.4523224068694929,0.5478811927756851,0.4392229433707867,0.0,0.6521739130434783,0.0,0.9937888198757763,0.0,1
0.49394972545580984,0.5826775676393163,0.7420028840344256,0.7414063968082721,0.6087330700831575,0.5237623820062067,0.6791657592606919,0.48622926612919964,0.5278889953030267,0.4487305662527014,0.667185427018538,0.5402510859623076,0.0,0.4782608695652174,0.0,0.9937888198757763,0.0,1
0.5986079561245674,0.42722768329144944,0.8505799631126324,0.8489325045537192,0.5965181552430061,0.425287697084765,0.6803181637726026,0.6143343328132309,0.4388105462095817,0.447794251096665,0.7502441389420551,0.3839557652483871,0.0,0.6521739130434783,0.0,0.9937888198757763,0.0,1
0.4963209334357108,0.46710994176732523,0.9300629396952822,0.9359975350889268,0.7001458733661621,0.43376862800027194,0.6772610505282777,0.44155202335311383,0.46541735112098204,0.4470540033993534,0.5993674898040651,0.4655776558388793,0.0,0.6956521739130435,0.0,0.9937888198757763,0.0,1
0.3489042187514153,0.695768475080289,0.38453649952150637,0.385639229982539,0.35812717884261236,0.6211864637490105,0.6768475728488864,0.4637768734346913,0.571495063649059,0.4492134269825467,0.6671584090697927,0.5938885797121716,0.0,0.2608695652173913,1.0,0.9999999999999998,0.0,0
0.43442959261894476,0.5029579261714261,0.6693309821717695,0.6687102716468104,0.43169562683835094,0.3704431325703137,0.6790043118934161,0.5200291262814067,0.5667452457314346,0.4499504553876702,0.5933970571928718,0.47779780657747695,0.0,0.4782608695652174,1.0,0.9999999999999998,0.0,0
0.5682393576648326,0.3510341847409215,0.8463495564667194,0.852940324284262,0.7740680385830214,0.2567981975233433,0.6734028275056657,0.4762923340190481,0.49399719259508923,0.44840499493625824,0.6486678800941469,0.46591791708327074,0.0,0.7391304347826086,0.0,0.9937888198757763,0.0,1
0.34793140179429516,0.5820214880466557,0.41359953953119816,0.4113056711322098,0.25172276679641126,0.6985220638282055,0.6797670710944042,0.5243338769889813,0.3834816888318959,0.4505912909570541,0.7040361476506625,0.3892571236536333,0.0,0.17391304347826086,1.0,0.9999999999999998,0.0,0
0.39994807050741166,0.6090541608770179,0.5127322477336097,0.5065523367488085,0.5111049677286368,0.635945262037219,0.680579727446877,0.43969463721836266,0.4672440784949231,0.4508977683264489,0.6013899420271488,0.4677266674220723,0.0,0.34782608695652173,1.0,0.9999999999999998,0.0,1
0.3263352743006003,0.3770838879401097,0.7903121006283947,0.7921345486141288,0.5277627408011223,0.20807794990428352,0.6772591815692897,0.33934208000742244,0.5625511928601084,0.45132922907100786,0.5488132189856456,0.5734670537884384,0.0,0.7826086956521738,0.0,0.9937888198757763,0.0,0
0.30357520757911227,0.5172079014530997,0.4825354145799226,0.48404691197776334,0.30764568793231684,0.5015311262214466,0.6773324790050025,0.4378372510836115,0.4727242606167464,0.4487299577751486,0.6034123942502326,0.4698756790052653,0.0,0.043478260869565216,1.0,0.9999999999999998,0.0,0
0.4150824033137446,0.6094886439105718,0.5466345131177239,0.5486410846117296,0.4642347793976831,0.5202691275709856,0.6764954321694542,0.47879378566492015,0.5600896494184872,0.4488224583593855,0.6549780636286132,0.6201157970005331,0.0,0.9565217391304348,0.0,0.9937888198757763,0.0,0
0.25526074073155236,0.8316312949935867,0.45711267172041453,0.45838904106248596,0.3969671023332757,0.5998899838060341,0.676883550183751,0.3329746470675522,0.7376247244823912,0.4491293061384853,0.5627293387815755,0.8903569364057076,0.0,0.08695652173913043,1.0,0.9999999999999998,0.0,0
0.4807075383703472,0.4663517941204356,0.8013029798706348,0.8037282430469168,0.7184702729049133,0.4318663456496843,0.6767814280957574,0.40730239035528554,0.4761990997243302,0.4484805130959952,0.5639963177495934,0.5098226467473541,0.0,0.5217391304347826,0.0,0.0,0.0,0
0.4437586709934682,0.39368836166833887,0.7440096331349035,0.7532043322041683,0.6338093247432357,0.30645445438262087,0.6709644298891347,0.4136530446657283,0.4998283061427246,0.44717572338644396,0.5406331662307411,0.5229140940768664,0.0,0.7826086956521738,0.0,0.9937888198757763,0.0,0
0.35493860500234864,0.6152474928477005,0.4709792517340291,0.47298308354773444,0.3770732389657989,0.6859996925067575,0.6763085173286857,0.4597719790799118,0.4301234444741148,0.4489256137525671,0.6229934611664137,0.3857666009190529,0.0,0.043478260869565216,1.0,0.9999999999999998,0.0,0
